"","No","Karakter","Angka"
"18116",18116,"D",23
"18117",18117,"A",13
"18118",18118,"B",-13
"18119",18119,"C",4
"18120",18120,"D",13
"18121",18121,"A",26
"18122",18122,"B",5
"18123",18123,"C",18
"18124",18124,"D",6
"18125",18125,"A",11
"18126",18126,"B",20
"18127",18127,"C",9
"18128",18128,"D",29
"18129",18129,"A",24
"18130",18130,"B",-3
"18131",18131,"C",-12
"18132",18132,"D",11
"18133",18133,"A",22
"18134",18134,"B",9
"18135",18135,"C",12
"18136",18136,"D",13
"18137",18137,"A",-2
"18138",18138,"B",-1
"18139",18139,"C",13
"18140",18140,"D",18
"18141",18141,"A",14
"18142",18142,"B",6
"18143",18143,"C",14
"18144",18144,"D",-11
"18145",18145,"A",25
"18146",18146,"B",13
"18147",18147,"C",3
"18148",18148,"D",9
"18149",18149,"A",14
"18150",18150,"B",10
"18151",18151,"C",-3
"18152",18152,"D",-15
"18153",18153,"A",10
"18154",18154,"B",-10
"18155",18155,"C",23
"18156",18156,"D",27
"18157",18157,"A",17
"18158",18158,"B",17
"18159",18159,"C",17
"18160",18160,"D",-5
"18161",18161,"A",17
"18162",18162,"B",3
"18163",18163,"C",1
"18164",18164,"D",5
"18165",18165,"A",27
"18166",18166,"B",15
"18167",18167,"C",8
"18168",18168,"D",6
"18169",18169,"A",-3
"18170",18170,"B",10
"18171",18171,"C",4
"18172",18172,"D",-17
"18173",18173,"A",16
"18174",18174,"B",4
"18175",18175,"C",7
"18176",18176,"D",7
"18177",18177,"A",1
"18178",18178,"B",27
"18179",18179,"C",16
"18180",18180,"D",10
"18181",18181,"A",13
"18182",18182,"B",23
"18183",18183,"C",18
"18184",18184,"D",-10
"18185",18185,"A",21
"18186",18186,"B",16
"18187",18187,"C",-4
"18188",18188,"D",3
"18189",18189,"A",-1
"18190",18190,"B",12
"18191",18191,"C",15
"18192",18192,"D",13
"18193",18193,"A",9
"18194",18194,"B",-7
"18195",18195,"C",13
"18196",18196,"D",9
"18197",18197,"A",19
"18198",18198,"B",24
"18199",18199,"C",12
"18200",18200,"D",15
"18201",18201,"A",5
"18202",18202,"B",11
"18203",18203,"C",1
"18204",18204,"D",11
"18205",18205,"A",25
"18206",18206,"B",11
"18207",18207,"C",15
"18208",18208,"D",9
"18209",18209,"A",18
"18210",18210,"B",-1
"18211",18211,"C",22
"18212",18212,"D",-22
"18213",18213,"A",20
"18214",18214,"B",1
"18215",18215,"C",0
"18216",18216,"D",10
"18217",18217,"A",23
"18218",18218,"B",4
"18219",18219,"C",13
"18220",18220,"D",6
"18221",18221,"A",0
"18222",18222,"B",13
"18223",18223,"C",-13
"18224",18224,"D",27
"18225",18225,"A",8
"18226",18226,"B",0
"18227",18227,"C",20
"18228",18228,"D",25
"18229",18229,"A",9
"18230",18230,"B",0
"18231",18231,"C",9
"18232",18232,"D",-2
"18233",18233,"A",4
"18234",18234,"B",4
"18235",18235,"C",4
"18236",18236,"D",14
"18237",18237,"A",-4
"18238",18238,"B",-9
"18239",18239,"C",-1
"18240",18240,"D",15
"18241",18241,"A",25
"18242",18242,"B",30
"18243",18243,"C",14
"18244",18244,"D",-6
"18245",18245,"A",11
"18246",18246,"B",12
"18247",18247,"C",19
"18248",18248,"D",0
"18249",18249,"A",19
"18250",18250,"B",11
"18251",18251,"C",9
"18252",18252,"D",15
"18253",18253,"A",26
"18254",18254,"B",16
"18255",18255,"C",0
"18256",18256,"D",8
"18257",18257,"A",0
"18258",18258,"B",-8
"18259",18259,"C",8
"18260",18260,"D",3
"18261",18261,"A",4
"18262",18262,"B",11
"18263",18263,"C",7
"18264",18264,"D",12
"18265",18265,"A",6
"18266",18266,"B",4
"18267",18267,"C",-21
"18268",18268,"D",1
"18269",18269,"A",11
"18270",18270,"B",0
"18271",18271,"C",18
"18272",18272,"D",2
"18273",18273,"A",11
"18274",18274,"B",0
"18275",18275,"C",4
"18276",18276,"D",18
"18277",18277,"A",22
"18278",18278,"B",23
"18279",18279,"C",22
"18280",18280,"D",10
"18281",18281,"A",11
"18282",18282,"B",32
"18283",18283,"C",22
"18284",18284,"D",9
"18285",18285,"A",25
"18286",18286,"B",0
"18287",18287,"C",21
"18288",18288,"D",19
"18289",18289,"A",13
"18290",18290,"B",-4
"18291",18291,"C",24
"18292",18292,"D",14
"18293",18293,"A",20
"18294",18294,"B",10
"18295",18295,"C",-5
"18296",18296,"D",12
"18297",18297,"A",15
"18298",18298,"B",11
"18299",18299,"C",15
"18300",18300,"D",5
"18301",18301,"A",8
"18302",18302,"B",-11
"18303",18303,"C",14
"18304",18304,"D",15
"18305",18305,"A",20
"18306",18306,"B",-2
"18307",18307,"C",30
"18308",18308,"D",19
"18309",18309,"A",13
"18310",18310,"B",23
"18311",18311,"C",-7
"18312",18312,"D",15
"18313",18313,"A",21
"18314",18314,"B",3
"18315",18315,"C",22
"18316",18316,"D",20
"18317",18317,"A",3
"18318",18318,"B",0
"18319",18319,"C",18
"18320",18320,"D",38
"18321",18321,"A",20
"18322",18322,"B",-2
"18323",18323,"C",14
"18324",18324,"D",-5
"18325",18325,"A",24
"18326",18326,"B",18
"18327",18327,"C",11
"18328",18328,"D",7
"18329",18329,"A",-5
"18330",18330,"B",17
"18331",18331,"C",16
"18332",18332,"D",9
"18333",18333,"A",7
"18334",18334,"B",7
"18335",18335,"C",29
"18336",18336,"D",-8
"18337",18337,"A",25
"18338",18338,"B",8
"18339",18339,"C",5
"18340",18340,"D",12
"18341",18341,"A",8
"18342",18342,"B",15
"18343",18343,"C",-1
"18344",18344,"D",13
"18345",18345,"A",8
"18346",18346,"B",26
"18347",18347,"C",4
"18348",18348,"D",25
"18349",18349,"A",22
"18350",18350,"B",4
"18351",18351,"C",0
"18352",18352,"D",11
"18353",18353,"A",0
"18354",18354,"B",14
"18355",18355,"C",6
"18356",18356,"D",-2
"18357",18357,"A",4
"18358",18358,"B",14
"18359",18359,"C",24
"18360",18360,"D",19
"18361",18361,"A",-4
"18362",18362,"B",19
"18363",18363,"C",18
"18364",18364,"D",3
"18365",18365,"A",23
"18366",18366,"B",8
"18367",18367,"C",9
"18368",18368,"D",10
"18369",18369,"A",14
"18370",18370,"B",3
"18371",18371,"C",6
"18372",18372,"D",15
"18373",18373,"A",12
"18374",18374,"B",7
"18375",18375,"C",-4
"18376",18376,"D",6
"18377",18377,"A",11
"18378",18378,"B",2
"18379",18379,"C",-13
"18380",18380,"D",9
"18381",18381,"A",13
"18382",18382,"B",16
"18383",18383,"C",22
"18384",18384,"D",12
"18385",18385,"A",17
"18386",18386,"B",11
"18387",18387,"C",14
"18388",18388,"D",6
"18389",18389,"A",-10
"18390",18390,"B",13
"18391",18391,"C",13
"18392",18392,"D",-4
"18393",18393,"A",19
"18394",18394,"B",34
"18395",18395,"C",8
"18396",18396,"D",1
"18397",18397,"A",18
"18398",18398,"B",-4
"18399",18399,"C",14
"18400",18400,"D",10
"18401",18401,"A",13
"18402",18402,"B",15
"18403",18403,"C",14
"18404",18404,"D",29
"18405",18405,"A",10
"18406",18406,"B",7
"18407",18407,"C",-12
"18408",18408,"D",26
"18409",18409,"A",13
"18410",18410,"B",9
"18411",18411,"C",11
"18412",18412,"D",-3
"18413",18413,"A",7
"18414",18414,"B",21
"18415",18415,"C",16
"18416",18416,"D",7
"18417",18417,"A",13
"18418",18418,"B",13
"18419",18419,"C",6
"18420",18420,"D",31
"18421",18421,"A",3
"18422",18422,"B",24
"18423",18423,"C",29
"18424",18424,"D",6
"18425",18425,"A",12
"18426",18426,"B",37
"18427",18427,"C",21
"18428",18428,"D",26
"18429",18429,"A",6
"18430",18430,"B",19
"18431",18431,"C",11
"18432",18432,"D",13
"18433",18433,"A",22
"18434",18434,"B",2
"18435",18435,"C",6
"18436",18436,"D",2
"18437",18437,"A",13
"18438",18438,"B",10
"18439",18439,"C",12
"18440",18440,"D",14
"18441",18441,"A",36
"18442",18442,"B",21
"18443",18443,"C",15
"18444",18444,"D",1
"18445",18445,"A",23
"18446",18446,"B",25
"18447",18447,"C",-10
"18448",18448,"D",8
"18449",18449,"A",19
"18450",18450,"B",-4
"18451",18451,"C",12
"18452",18452,"D",7
"18453",18453,"A",17
"18454",18454,"B",15
"18455",18455,"C",11
"18456",18456,"D",6
"18457",18457,"A",2
"18458",18458,"B",-2
"18459",18459,"C",-6
"18460",18460,"D",0
"18461",18461,"A",12
"18462",18462,"B",5
"18463",18463,"C",-16
"18464",18464,"D",18
"18465",18465,"A",4
"18466",18466,"B",-2
"18467",18467,"C",7
"18468",18468,"D",-4
"18469",18469,"A",22
"18470",18470,"B",14
"18471",18471,"C",8
"18472",18472,"D",8
"18473",18473,"A",-6
"18474",18474,"B",12
"18475",18475,"C",22
"18476",18476,"D",24
"18477",18477,"A",-5
"18478",18478,"B",5
"18479",18479,"C",2
"18480",18480,"D",12
"18481",18481,"A",8
"18482",18482,"B",5
"18483",18483,"C",6
"18484",18484,"D",6
"18485",18485,"A",6
"18486",18486,"B",9
"18487",18487,"C",12
"18488",18488,"D",-7
"18489",18489,"A",13
"18490",18490,"B",4
"18491",18491,"C",-1
"18492",18492,"D",15
"18493",18493,"A",7
"18494",18494,"B",7
"18495",18495,"C",16
"18496",18496,"D",-3
"18497",18497,"A",9
"18498",18498,"B",25
"18499",18499,"C",15
"18500",18500,"D",7
"18501",18501,"A",3
"18502",18502,"B",19
"18503",18503,"C",-1
"18504",18504,"D",16
"18505",18505,"A",7
"18506",18506,"B",35
"18507",18507,"C",-3
"18508",18508,"D",2
"18509",18509,"A",17
"18510",18510,"B",23
"18511",18511,"C",12
"18512",18512,"D",-11
"18513",18513,"A",11
"18514",18514,"B",8
"18515",18515,"C",-5
"18516",18516,"D",16
"18517",18517,"A",22
"18518",18518,"B",-2
"18519",18519,"C",32
"18520",18520,"D",7
"18521",18521,"A",8
"18522",18522,"B",9
"18523",18523,"C",23
"18524",18524,"D",3
"18525",18525,"A",4
"18526",18526,"B",14
"18527",18527,"C",0
"18528",18528,"D",11
"18529",18529,"A",7
"18530",18530,"B",26
"18531",18531,"C",19
"18532",18532,"D",-1
"18533",18533,"A",11
"18534",18534,"B",27
"18535",18535,"C",5
"18536",18536,"D",11
"18537",18537,"A",0
"18538",18538,"B",0
"18539",18539,"C",17
"18540",18540,"D",1
"18541",18541,"A",24
"18542",18542,"B",4
"18543",18543,"C",8
"18544",18544,"D",3
"18545",18545,"A",7
"18546",18546,"B",19
"18547",18547,"C",12
"18548",18548,"D",20
"18549",18549,"A",16
"18550",18550,"B",23
"18551",18551,"C",7
"18552",18552,"D",-3
"18553",18553,"A",19
"18554",18554,"B",21
"18555",18555,"C",-9
"18556",18556,"D",0
"18557",18557,"A",7
"18558",18558,"B",-1
"18559",18559,"C",4
"18560",18560,"D",8
"18561",18561,"A",8
"18562",18562,"B",9
"18563",18563,"C",15
"18564",18564,"D",29
"18565",18565,"A",-7
"18566",18566,"B",19
"18567",18567,"C",13
"18568",18568,"D",6
"18569",18569,"A",2
"18570",18570,"B",10
"18571",18571,"C",12
"18572",18572,"D",10
"18573",18573,"A",19
"18574",18574,"B",14
"18575",18575,"C",15
"18576",18576,"D",10
"18577",18577,"A",8
"18578",18578,"B",24
"18579",18579,"C",16
"18580",18580,"D",9
"18581",18581,"A",3
"18582",18582,"B",0
"18583",18583,"C",10
"18584",18584,"D",30
"18585",18585,"A",3
"18586",18586,"B",14
"18587",18587,"C",2
"18588",18588,"D",9
"18589",18589,"A",17
"18590",18590,"B",14
"18591",18591,"C",11
"18592",18592,"D",-3
"18593",18593,"A",20
"18594",18594,"B",20
"18595",18595,"C",23
"18596",18596,"D",0
"18597",18597,"A",27
"18598",18598,"B",13
"18599",18599,"C",9
"18600",18600,"D",21
"18601",18601,"A",-2
"18602",18602,"B",4
"18603",18603,"C",-2
"18604",18604,"D",19
"18605",18605,"A",3
"18606",18606,"B",3
"18607",18607,"C",15
"18608",18608,"D",4
"18609",18609,"A",-9
"18610",18610,"B",2
"18611",18611,"C",11
"18612",18612,"D",13
"18613",18613,"A",13
"18614",18614,"B",-1
"18615",18615,"C",-6
"18616",18616,"D",22
"18617",18617,"A",1
"18618",18618,"B",2
"18619",18619,"C",10
"18620",18620,"D",10
"18621",18621,"A",21
"18622",18622,"B",20
"18623",18623,"C",9
"18624",18624,"D",18
"18625",18625,"A",10
"18626",18626,"B",16
"18627",18627,"C",12
"18628",18628,"D",19
"18629",18629,"A",19
"18630",18630,"B",28
"18631",18631,"C",17
"18632",18632,"D",23
"18633",18633,"A",15
"18634",18634,"B",6
"18635",18635,"C",14
"18636",18636,"D",2
"18637",18637,"A",-6
"18638",18638,"B",-10
"18639",18639,"C",-11
"18640",18640,"D",-2
"18641",18641,"A",12
"18642",18642,"B",11
"18643",18643,"C",4
"18644",18644,"D",12
"18645",18645,"A",0
"18646",18646,"B",11
"18647",18647,"C",0
"18648",18648,"D",-3
"18649",18649,"A",11
"18650",18650,"B",14
"18651",18651,"C",-4
"18652",18652,"D",-7
"18653",18653,"A",15
"18654",18654,"B",26
"18655",18655,"C",12
"18656",18656,"D",4
"18657",18657,"A",23
"18658",18658,"B",-5
"18659",18659,"C",8
"18660",18660,"D",1
"18661",18661,"A",1
"18662",18662,"B",5
"18663",18663,"C",-14
"18664",18664,"D",-18
"18665",18665,"A",10
"18666",18666,"B",17
"18667",18667,"C",24
"18668",18668,"D",1
"18669",18669,"A",2
"18670",18670,"B",-5
"18671",18671,"C",0
"18672",18672,"D",12
"18673",18673,"A",14
"18674",18674,"B",-12
"18675",18675,"C",-8
"18676",18676,"D",16
"18677",18677,"A",19
"18678",18678,"B",12
"18679",18679,"C",-6
"18680",18680,"D",23
"18681",18681,"A",16
"18682",18682,"B",12
"18683",18683,"C",15
"18684",18684,"D",-3
"18685",18685,"A",-3
"18686",18686,"B",-9
"18687",18687,"C",10
"18688",18688,"D",-7
"18689",18689,"A",30
"18690",18690,"B",5
"18691",18691,"C",17
"18692",18692,"D",16
"18693",18693,"A",5
"18694",18694,"B",19
"18695",18695,"C",18
"18696",18696,"D",8
"18697",18697,"A",10
"18698",18698,"B",12
"18699",18699,"C",19
"18700",18700,"D",-17
"18701",18701,"A",12
"18702",18702,"B",14
"18703",18703,"C",-2
"18704",18704,"D",12
"18705",18705,"A",8
"18706",18706,"B",4
"18707",18707,"C",16
"18708",18708,"D",9
"18709",18709,"A",5
"18710",18710,"B",2
"18711",18711,"C",20
"18712",18712,"D",3
"18713",18713,"A",19
"18714",18714,"B",7
"18715",18715,"C",20
"18716",18716,"D",19
"18717",18717,"A",16
"18718",18718,"B",26
"18719",18719,"C",15
"18720",18720,"D",13
"18721",18721,"A",9
"18722",18722,"B",5
"18723",18723,"C",1
"18724",18724,"D",-4
"18725",18725,"A",-4
"18726",18726,"B",16
"18727",18727,"C",14
"18728",18728,"D",-9
"18729",18729,"A",5
"18730",18730,"B",15
"18731",18731,"C",22
"18732",18732,"D",10
"18733",18733,"A",-15
"18734",18734,"B",25
"18735",18735,"C",10
"18736",18736,"D",20
"18737",18737,"A",27
"18738",18738,"B",21
"18739",18739,"C",4
"18740",18740,"D",11
"18741",18741,"A",15
"18742",18742,"B",-4
"18743",18743,"C",3
"18744",18744,"D",17
"18745",18745,"A",25
"18746",18746,"B",3
"18747",18747,"C",-3
"18748",18748,"D",13
"18749",18749,"A",13
"18750",18750,"B",20
"18751",18751,"C",18
"18752",18752,"D",13
"18753",18753,"A",-10
"18754",18754,"B",11
"18755",18755,"C",2
"18756",18756,"D",19
"18757",18757,"A",7
"18758",18758,"B",10
"18759",18759,"C",16
"18760",18760,"D",14
"18761",18761,"A",6
"18762",18762,"B",10
"18763",18763,"C",13
"18764",18764,"D",10
"18765",18765,"A",11
"18766",18766,"B",18
"18767",18767,"C",12
"18768",18768,"D",26
"18769",18769,"A",15
"18770",18770,"B",-6
"18771",18771,"C",17
"18772",18772,"D",-9
"18773",18773,"A",13
"18774",18774,"B",18
"18775",18775,"C",-8
"18776",18776,"D",7
"18777",18777,"A",26
"18778",18778,"B",14
"18779",18779,"C",5
"18780",18780,"D",9
"18781",18781,"A",17
"18782",18782,"B",4
"18783",18783,"C",-5
"18784",18784,"D",10
"18785",18785,"A",12
"18786",18786,"B",1
"18787",18787,"C",13
"18788",18788,"D",8
"18789",18789,"A",3
"18790",18790,"B",5
"18791",18791,"C",5
"18792",18792,"D",21
"18793",18793,"A",9
"18794",18794,"B",-1
"18795",18795,"C",10
"18796",18796,"D",6
"18797",18797,"A",12
"18798",18798,"B",14
"18799",18799,"C",7
"18800",18800,"D",2
"18801",18801,"A",6
"18802",18802,"B",5
"18803",18803,"C",4
"18804",18804,"D",24
"18805",18805,"A",17
"18806",18806,"B",-1
"18807",18807,"C",-1
"18808",18808,"D",-5
"18809",18809,"A",16
"18810",18810,"B",3
"18811",18811,"C",14
"18812",18812,"D",6
"18813",18813,"A",-1
"18814",18814,"B",1
"18815",18815,"C",13
"18816",18816,"D",21
"18817",18817,"A",24
"18818",18818,"B",-6
"18819",18819,"C",15
"18820",18820,"D",-5
"18821",18821,"A",6
"18822",18822,"B",13
"18823",18823,"C",0
"18824",18824,"D",2
"18825",18825,"A",6
"18826",18826,"B",-8
"18827",18827,"C",19
"18828",18828,"D",-13
"18829",18829,"A",10
"18830",18830,"B",17
"18831",18831,"C",8
"18832",18832,"D",6
"18833",18833,"A",31
"18834",18834,"B",-6
"18835",18835,"C",38
"18836",18836,"D",10
"18837",18837,"A",18
"18838",18838,"B",7
"18839",18839,"C",16
"18840",18840,"D",10
"18841",18841,"A",2
"18842",18842,"B",16
"18843",18843,"C",17
"18844",18844,"D",16
"18845",18845,"A",10
"18846",18846,"B",12
"18847",18847,"C",13
"18848",18848,"D",12
"18849",18849,"A",5
"18850",18850,"B",7
"18851",18851,"C",5
"18852",18852,"D",1
"18853",18853,"A",12
"18854",18854,"B",0
"18855",18855,"C",5
"18856",18856,"D",-1
"18857",18857,"A",21
"18858",18858,"B",16
"18859",18859,"C",19
"18860",18860,"D",3
"18861",18861,"A",11
"18862",18862,"B",17
"18863",18863,"C",4
"18864",18864,"D",-5
"18865",18865,"A",5
"18866",18866,"B",-4
"18867",18867,"C",8
"18868",18868,"D",4
"18869",18869,"A",5
"18870",18870,"B",2
"18871",18871,"C",-2
"18872",18872,"D",11
"18873",18873,"A",12
"18874",18874,"B",15
"18875",18875,"C",21
"18876",18876,"D",9
"18877",18877,"A",38
"18878",18878,"B",18
"18879",18879,"C",-6
"18880",18880,"D",-2
"18881",18881,"A",7
"18882",18882,"B",10
"18883",18883,"C",13
"18884",18884,"D",4
"18885",18885,"A",17
"18886",18886,"B",6
"18887",18887,"C",5
"18888",18888,"D",0
"18889",18889,"A",18
"18890",18890,"B",6
"18891",18891,"C",9
"18892",18892,"D",26
"18893",18893,"A",13
"18894",18894,"B",4
"18895",18895,"C",9
"18896",18896,"D",1
"18897",18897,"A",10
"18898",18898,"B",5
"18899",18899,"C",-2
"18900",18900,"D",6
"18901",18901,"A",18
"18902",18902,"B",9
"18903",18903,"C",15
"18904",18904,"D",4
"18905",18905,"A",1
"18906",18906,"B",18
"18907",18907,"C",17
"18908",18908,"D",24
"18909",18909,"A",17
"18910",18910,"B",0
"18911",18911,"C",12
"18912",18912,"D",18
"18913",18913,"A",16
"18914",18914,"B",6
"18915",18915,"C",1
"18916",18916,"D",13
"18917",18917,"A",5
"18918",18918,"B",7
"18919",18919,"C",13
"18920",18920,"D",11
"18921",18921,"A",9
"18922",18922,"B",2
"18923",18923,"C",15
"18924",18924,"D",36
"18925",18925,"A",14
"18926",18926,"B",15
"18927",18927,"C",20
"18928",18928,"D",12
"18929",18929,"A",4
"18930",18930,"B",-8
"18931",18931,"C",8
"18932",18932,"D",7
"18933",18933,"A",7
"18934",18934,"B",-4
"18935",18935,"C",13
"18936",18936,"D",14
"18937",18937,"A",-12
"18938",18938,"B",3
"18939",18939,"C",25
"18940",18940,"D",-11
"18941",18941,"A",14
"18942",18942,"B",12
"18943",18943,"C",14
"18944",18944,"D",4
"18945",18945,"A",22
"18946",18946,"B",9
"18947",18947,"C",12
"18948",18948,"D",8
"18949",18949,"A",5
"18950",18950,"B",15
"18951",18951,"C",2
"18952",18952,"D",6
"18953",18953,"A",28
"18954",18954,"B",4
"18955",18955,"C",4
"18956",18956,"D",21
"18957",18957,"A",25
"18958",18958,"B",11
"18959",18959,"C",10
"18960",18960,"D",2
"18961",18961,"A",1
"18962",18962,"B",17
"18963",18963,"C",3
"18964",18964,"D",12
"18965",18965,"A",0
"18966",18966,"B",16
"18967",18967,"C",18
"18968",18968,"D",-10
"18969",18969,"A",-1
"18970",18970,"B",16
"18971",18971,"C",8
"18972",18972,"D",-22
"18973",18973,"A",8
"18974",18974,"B",-4
"18975",18975,"C",23
"18976",18976,"D",1
"18977",18977,"A",6
"18978",18978,"B",9
"18979",18979,"C",-3
"18980",18980,"D",7
"18981",18981,"A",14
"18982",18982,"B",20
"18983",18983,"C",-4
"18984",18984,"D",8
"18985",18985,"A",26
"18986",18986,"B",5
"18987",18987,"C",18
"18988",18988,"D",29
"18989",18989,"A",-2
"18990",18990,"B",12
"18991",18991,"C",6
"18992",18992,"D",3
"18993",18993,"A",17
"18994",18994,"B",31
"18995",18995,"C",9
"18996",18996,"D",20
"18997",18997,"A",5
"18998",18998,"B",-8
"18999",18999,"C",22
"19000",19000,"D",8
"19001",19001,"A",2
"19002",19002,"B",3
"19003",19003,"C",-4
"19004",19004,"D",2
"19005",19005,"A",14
"19006",19006,"B",-3
"19007",19007,"C",18
"19008",19008,"D",25
"19009",19009,"A",8
"19010",19010,"B",6
"19011",19011,"C",1
"19012",19012,"D",2
"19013",19013,"A",12
"19014",19014,"B",22
"19015",19015,"C",3
"19016",19016,"D",12
"19017",19017,"A",1
"19018",19018,"B",-6
"19019",19019,"C",-8
"19020",19020,"D",3
"19021",19021,"A",17
"19022",19022,"B",6
"19023",19023,"C",18
"19024",19024,"D",0
"19025",19025,"A",14
"19026",19026,"B",0
"19027",19027,"C",22
"19028",19028,"D",-1
"19029",19029,"A",10
"19030",19030,"B",10
"19031",19031,"C",11
"19032",19032,"D",20
"19033",19033,"A",15
"19034",19034,"B",14
"19035",19035,"C",24
"19036",19036,"D",-11
"19037",19037,"A",5
"19038",19038,"B",9
"19039",19039,"C",26
"19040",19040,"D",5
"19041",19041,"A",24
"19042",19042,"B",10
"19043",19043,"C",6
"19044",19044,"D",11
"19045",19045,"A",19
"19046",19046,"B",1
"19047",19047,"C",16
"19048",19048,"D",12
"19049",19049,"A",1
"19050",19050,"B",33
"19051",19051,"C",4
"19052",19052,"D",32
"19053",19053,"A",1
"19054",19054,"B",-10
"19055",19055,"C",-4
"19056",19056,"D",11
"19057",19057,"A",3
"19058",19058,"B",12
"19059",19059,"C",18
"19060",19060,"D",22
"19061",19061,"A",0
"19062",19062,"B",7
"19063",19063,"C",7
"19064",19064,"D",16
"19065",19065,"A",11
"19066",19066,"B",16
"19067",19067,"C",11
"19068",19068,"D",24
"19069",19069,"A",2
"19070",19070,"B",23
"19071",19071,"C",13
"19072",19072,"D",5
"19073",19073,"A",19
"19074",19074,"B",18
"19075",19075,"C",-7
"19076",19076,"D",23
"19077",19077,"A",11
"19078",19078,"B",24
"19079",19079,"C",30
"19080",19080,"D",21
"19081",19081,"A",10
"19082",19082,"B",-2
"19083",19083,"C",6
"19084",19084,"D",7
"19085",19085,"A",-14
"19086",19086,"B",-6
"19087",19087,"C",12
"19088",19088,"D",13
"19089",19089,"A",13
"19090",19090,"B",19
"19091",19091,"C",20
"19092",19092,"D",4
"19093",19093,"A",19
"19094",19094,"B",16
"19095",19095,"C",8
"19096",19096,"D",15
"19097",19097,"A",9
"19098",19098,"B",20
"19099",19099,"C",10
"19100",19100,"D",-4
"19101",19101,"A",2
"19102",19102,"B",7
"19103",19103,"C",6
"19104",19104,"D",1
"19105",19105,"A",18
"19106",19106,"B",-1
"19107",19107,"C",3
"19108",19108,"D",-2
"19109",19109,"A",19
"19110",19110,"B",8
"19111",19111,"C",16
"19112",19112,"D",0
"19113",19113,"A",27
"19114",19114,"B",10
"19115",19115,"C",27
"19116",19116,"D",-3
"19117",19117,"A",24
"19118",19118,"B",-1
"19119",19119,"C",14
"19120",19120,"D",37
"19121",19121,"A",17
"19122",19122,"B",19
"19123",19123,"C",15
"19124",19124,"D",1
"19125",19125,"A",-1
"19126",19126,"B",8
"19127",19127,"C",12
"19128",19128,"D",-20
"19129",19129,"A",16
"19130",19130,"B",20
"19131",19131,"C",16
"19132",19132,"D",12
"19133",19133,"A",5
"19134",19134,"B",10
"19135",19135,"C",24
"19136",19136,"D",19
"19137",19137,"A",22
